Country Name,Country Code,Indicator Name,Indicator Code,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Ecuador,ECU,Income share held by lowest 20%,SI.DST.FRST.20,,,,,,,,,,,,,,3.3,,,,,,,3.2,,,,3.9,2.6,3,,,3.3,3.2,3.2,3.7,3.5,3.8,4.1,4.2,4.4,4.3,4.5,4.8,4.6,4.7,
Ecuador,ECU,Income share held by second 20%,SI.DST.02ND.20,,,,,,,,,,,,,,8.1,,,,,,,7.7,,,,8.1,6.5,7,,,7.4,7.3,7.4,7.7,7.4,8.1,8.5,8.4,9,9,8.7,9.3,9.1,9.4,
Ecuador,ECU,Income share held by third 20%,SI.DST.03RD.20,,,,,,,,,,,,,,13.3,,,,,,,12,,,,12.5,10.7,11.2,,,11.9,11.8,12,12.1,11.7,12.9,13.1,13,13.9,14,13.5,14,13.8,14.1,
Ecuador,ECU,Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,,,,,,,,,,,,,,1.7,,,,,,,1.9,,,,1.9,2.7,3.6,,,1.9,2,1.7,1.1,1.2,1.1,1.1,0.8,0.7,0.7,0.5,0.4,0.6,0.6,
Ecuador,ECU,Number of poor at $3.20 a day (2011 PPP) (millions),SI.POV.LMIC.NO,,,,,,,,,,,,,,3.1,,,,,,,3.9,,,,4.3,5,6.3,,,4,4.3,3.5,2.8,2.7,2.6,2.5,2.2,1.9,1.8,1.6,1.4,1.5,1.5,
Ecuador,ECU,Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,,,,,,,,,,,,,,5.2,,,,,,,6.8,,,,7.4,7.9,9.2,,,7.1,7.4,6.4,5.7,5.7,5.5,5.6,5.1,4.6,4.2,4.2,3.8,4,3.9,
Ecuador,ECU,"Population, total",SP.POP.TOTL,6798206,6987391,7179399,7374234,7571959,7772653,7976445,8183194,8392940,8606213,8823751,9045979,9272906,9504129,9739176,9977377,10218091,10460990,10705667,10951202,11196479,11440583,11683479,11924993,12163885,12398691,12628596,12852755,13072060,13289601,13509647,13735233,13967480,14205453,14447562,14691275,14934690,15177355,15419666,15661547,15903112,16144368,16385068,16625000
Ecuador,ECU,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,7.3,,,,,,,7.7,,,,6.1,9.8,11.6,,,5.6,6.2,4.6,2.8,3.1,2.9,2.5,1.9,1.8,1.5,1,0.8,1.2,1.2,
Ecuador,ECU,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,14.5,,,,,,,15.2,,,,14.2,18.6,22.9,,,12.4,13.1,10.4,7.2,7.3,6.7,6.3,5.1,4.4,4.1,3.1,2.6,3.3,3.3,
Ecuador,ECU,Poverty gap at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC.GP,,,,,,,,,,,,,,27,,,,,,,29.3,,,,29.3,33,39.5,,,25.1,26,21.3,17.2,16.9,15.8,15.4,13.2,11.3,10.5,9.4,8.2,8.8,8.7,
Ecuador,ECU,Poverty gap at national poverty lines (%),SI.POV.NAGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3,14.5,14.4,12.7,10.8,10.5,9,7.9,8.5,,
Ecuador,ECU,"Poverty gap at national poverty lines (%), including noncomparable values",SI.POV.NAGP.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3,14.5,14.4,12.7,10.8,10.5,9,7.9,8.5,,
Ecuador,ECU,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,,,,17.6,,,,,,,17.1,,,,15.7,21.8,28.2,,,14.5,15,12.1,8.1,8.5,7.5,7.2,5.6,4.7,4.5,3.2,2.6,3.4,3.6,
Ecuador,ECU,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,,,,,,,,,,,,,,32.4,,,,,,,34.7,,,,35.7,40.2,49.9,,,30.1,31.9,25.7,19.8,19.2,18.1,17.2,14.7,12.2,11.4,10.1,8.6,9.4,9.4,
Ecuador,ECU,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,,,,,,,,,,,,,,55.2,,,,,,,60.7,,,,60.8,63.4,72.7,,,53.3,54.6,46.9,41.2,40.4,38.2,38.2,34.3,30.2,27.5,26.9,23.8,24.7,23.9,
Ecuador,ECU,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,,,,,,,,,,,,,,,,,,,,,,,,,,,64.4,54.9,,49.9,44.6,42.2,37.6,36.7,35.1,36,32.8,28.6,27.3,25.6,22.5,23.3,22.9,21.5
Ecuador,ECU,"Poverty headcount ratio at national poverty lines (% of population), including noncomparable values",SI.POV.NAHC.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,64.4,54.9,,49.9,44.6,42.2,37.6,36.7,35.1,36,32.8,28.6,27.3,25.6,22.5,23.3,22.9,21.5
Ecuador,ECU,Redistribution component of change in poverty at $1.90 a day (2011 PPP) (% of change),SI.POV.DDAY.RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.56,,,,,,
Ecuador,ECU,Redistribution component of change in poverty at $3.20 a day (2011 PPP) (% of change),SI.POV.LMIC.RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.94,,,,,,
Ecuador,ECU,Redistribution component of change in poverty at $5.50 a day (2011 PPP) (% of change),SI.POV.UMIC.RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.82,,,,,,
Ecuador,ECU,Rural poverty gap at national poverty lines (%),SI.POV.RUGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.1,27.5,25.5,22.5,21.2,20.8,16.4,13.6,,,
Ecuador,ECU,"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.1,27.5,25.5,22.5,21.2,20.8,16.4,13.6,,,
Ecuador,ECU,Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,,,,,,,,,,,,,,,,,,,,,,,,,,,82.2,72.4,,71.3,68.8,64.3,60.6,61.3,59.7,57.5,53,50.9,49.1,42,35.3,,,
Ecuador,ECU,"Rural poverty headcount ratio at national poverty lines (% of rural population), including noncomparable values",SI.POV.RUHC.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,82.2,72.4,,71.3,68.8,64.3,60.6,61.3,59.7,57.5,53,50.9,49.1,42,35.3,,,
Ecuador,ECU,"Survey mean consumption or income per capita, bottom 40% (2011 PPP $ per day)",SI.SPR.PC40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,,,,,4.74,
Ecuador,ECU,"Survey mean consumption or income per capita, top 10% (2011 PPP $ per day)",SI.SPR.PT10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.19,,,,,42.94,,
Ecuador,ECU,"Survey mean consumption or income per capita, top 60% (2011 PPP $ per day)",SI.SPR.PT60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.28,,,,,17.26,,
Ecuador,ECU,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.26,,,,,13.49,
Ecuador,ECU,Urban poverty gap at national poverty lines (%),SI.POV.URGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,7.9,8.8,7.6,5.5,5.3,5.4,5.1,,,
Ecuador,ECU,"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,7.9,8.8,7.6,5.5,5.3,5.4,5.1,,,
Ecuador,ECU,Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,,,,,,,,,,,,,,,,,,,,,,,,,,,54.6,45.3,,38.8,32.5,31,25.9,24.3,22.6,25,22.5,17.4,16.1,17.6,16.4,,,
Ecuador,ECU,"Urban poverty headcount ratio at national poverty lines (% of urban population), including noncomparable values",SI.POV.URHC.NC,,,,,,,,,,,,,,,53.6,59.9,65.3,59.6,60.1,53.3,54.9,43.6,40.3,38.3,54.5,58.5,54.6,45.3,,38.8,32.5,31,25.9,24.3,22.6,25,22.5,17.4,16.1,17.6,16.4,,,
"Egypt, Arab Rep.",EGY,"Annualized growth in per capita real survey mean consumption or income, bottom 40% (%)",SI.SPR.PC40.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58,,,,,
"Egypt, Arab Rep.",EGY,"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.58,,,,,
"Egypt, Arab Rep.",EGY,"Annualized growth in per capita real survey mean consumption or income, top 60% (%)",SI.SPR.PT60.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,,,,,
"Egypt, Arab Rep.",EGY,"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78,,,,,
"Egypt, Arab Rep.",EGY,GINI index (World Bank estimate),SI.POV.GINI,,,,,,,,,,,,,,,,,32,,,,,30.1,,,,32.8,,,,,31.8,,,,31.1,,31.5,,29.8,,,31.8,,
"Egypt, Arab Rep.",EGY,Growth component of change in poverty at $1.90 a day (2011 PPP) (% of change),SI.POV.DDAY.GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.39,,,,,,,
"Egypt, Arab Rep.",EGY,Growth component of change in poverty at $3.20 a day (2011 PPP) (% of change),SI.POV.LMIC.GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.65,,,,,,,
"Egypt, Arab Rep.",EGY,Growth component of change in poverty at $5.50 a day (2011 PPP) (% of change),SI.POV.UMIC.GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.62,,,,,,,
"Egypt, Arab Rep.",EGY,Income share held by fourth 20%,SI.DST.04TH.20,,,,,,,,,,,,,,,,,21.4,,,,,21.2,,,,20.7,,,,,20.8,,,,20.8,,20.8,,21,,,20.6,,
"Egypt, Arab Rep.",EGY,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,26.7,,,,,26,,,,28.3,,,,,27.4,,,,27,,27.3,,26,,,27.8,,
"Egypt, Arab Rep.",EGY,Income share held by highest 20%,SI.DST.05TH.20,,,,,,,,,,,,,,,,,41.1,,,,,39.9,,,,42.1,,,,,41.4,,,,40.8,,41.2,,39.8,,,41.5,,
"Egypt, Arab Rep.",EGY,Income share held by lowest 10%,SI.DST.FRST.10,,,,,,,,,,,,,,,,,3.8,,,,,4.2,,,,3.9,,,,,3.9,,,,3.9,,3.9,,4.1,,,3.9,,
"Egypt, Arab Rep.",EGY,Income share held by lowest 20%,SI.DST.FRST.20,,,,,,,,,,,,,,,,,8.7,,,,,9.5,,,,8.9,,,,,9,,,,9.2,,9.1,,9.5,,,9.1,,
"Egypt, Arab Rep.",EGY,Income share held by second 20%,SI.DST.02ND.20,,,,,,,,,,,,,,,,,12.5,,,,,13,,,,12.5,,,,,12.7,,,,13,,12.9,,13.3,,,12.8,,
"Egypt, Arab Rep.",EGY,Income share held by third 20%,SI.DST.03RD.20,,,,,,,,,,,,,,,,,16.3,,,,,16.4,,,,15.8,,,,,16.1,,,,16.2,,16.1,,16.4,,,16,,
"Egypt, Arab Rep.",EGY,Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,,,,,,,,,,,,,,,,,4.2,,,,,3,,,,1.4,,,,,3.3,,,,3.2,,2.5,,2,,,1.3,,
"Egypt, Arab Rep.",EGY,Number of poor at $3.20 a day (2011 PPP) (millions),SI.POV.LMIC.NO,,,,,,,,,,,,,,,,,21.8,,,,,25.1,,,,16.9,,,,,24.6,,,,24.8,,22.4,,19.9,,,15.1,,
"Egypt, Arab Rep.",EGY,Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,,,,,,,,,,,,,,,,,44.3,,,,,51.9,,,,47.6,,,,,57.1,,,,61,,61,,61.8,,,58.1,,
"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,38322022,39187702,40089032,41026477,42004655,43027816,44099142,45216506,46379620,47594556,48868951,50204985,51607703,53066229,54547296,56006573,57412215,58752390,60035536,61275601,62495745,63714386,64933456,66151117,67378056,68626664,69905988,71226940,72590118,73981942,75381899,76778149,78159048,79537253,80953881,82465022,84107606,85897561,87813257,89807433,91812566,93778172,95688681,97553000
"Egypt, Arab Rep.",EGY,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,1.1,,,,,0.6,,,,0.3,,,,,0.6,,,,0.6,,0.4,,0.4,,,0.2,,
"Egypt, Arab Rep.",EGY,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,9.6,,,,,8.7,,,,4.6,,,,,7.3,,,,6.6,,5.6,,4.5,,,3,,
"Egypt, Arab Rep.",EGY,Poverty gap at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,30.8,,,,,31.3,,,,23,,,,,28.3,,,,27.4,,25.2,,23.2,,,18.5,,
"Egypt, Arab Rep.",EGY,Poverty gap at national poverty lines (%),SI.POV.NAGP,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,3.6,,,,,,,,,,,,,
"Egypt, Arab Rep.",EGY,"Poverty gap at national poverty lines (%), including noncomparable values",SI.POV.NAGP.NC,,,,,,,,,,,,,,,,,,,,,,3.4,,,,3,,,,,3.6,,,,,,,,,,,,,
"Egypt, Arab Rep.",EGY,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,,,,,,,7.4,,,,,4.6,,,,2,,,,,4.4,,,,3.9,,3,,2.3,,,1.3,,
"Egypt, Arab Rep.",EGY,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,,,,,,,,,,,,,,,,,37.9,,,,,38.6,,,,24.1,,,,,32.6,,,,30.7,,26.6,,22.7,,,16.1,,
"Egypt, Arab Rep.",EGY,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,,,,,,,,,,,,,,,,,77.1,,,,,80,,,,68.1,,,,,75.8,,,,75.3,,72.5,,70.3,,,61.9,,
"Egypt, Arab Rep.",EGY,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,,,,,,,,,,,,,,,,,,,,,,,,,,16.7,,,,,19.6,,,,21.6,,25.2,,26.3,,,27.8,,
"Egypt, Arab Rep.",EGY,"Poverty headcount ratio at national poverty lines (% of population), including noncomparable values",SI.POV.NAHC.NC,,,,,,,,,,,,,,,,,,,,,,19.4,,,,16.7,,,,,19.6,,,,21.6,,25.2,,26.3,,,27.8,,
"Egypt, Arab Rep.",EGY,Redistribution component of change in poverty at $1.90 a day (2011 PPP) (% of change),SI.POV.DDAY.RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.61,,,,,,,
"Egypt, Arab Rep.",EGY,Redistribution component of change in poverty at $3.20 a day (2011 PPP) (% of change),SI.POV.LMIC.RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.35,,,,,,,
"Egypt, Arab Rep.",EGY,Redistribution component of change in poverty at $5.50 a day (2011 PPP) (% of change),SI.POV.UMIC.RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.38,,,,,,,
"Egypt, Arab Rep.",EGY,Rural poverty gap at national poverty lines (%),SI.POV.RUGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Egypt, Arab Rep.",EGY,"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Egypt, Arab Rep.",EGY,Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,,,,,,,,,,,,,,,,,,,,,,,,,,,22.1,,,,26.8,,,,28.9,,32.3,,,,,,,
"Egypt, Arab Rep.",EGY,"Rural poverty headcount ratio at national poverty lines (% of rural population), including noncomparable values",SI.POV.RUHC.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,22.1,,,,26.8,,,,28.9,,32.3,,,,,,,
"Egypt, Arab Rep.",EGY,"Survey mean consumption or income per capita, bottom 40% (2011 PPP $ per day)",SI.SPR.PC40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.84,,2.99,,,,,
"Egypt, Arab Rep.",EGY,"Survey mean consumption or income per capita, top 10% (2011 PPP $ per day)",SI.SPR.PT10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.09,,13.65,,,,,
"Egypt, Arab Rep.",EGY,"Survey mean consumption or income per capita, top 60% (2011 PPP $ per day)",SI.SPR.PT60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.73,,6.76,,,,,
"Egypt, Arab Rep.",EGY,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.17,,5.25,,,,,
"Egypt, Arab Rep.",EGY,Urban poverty gap at national poverty lines (%),SI.POV.URGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Egypt, Arab Rep.",EGY,"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Egypt, Arab Rep.",EGY,Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,,,,10.1,,,,11,,15.3,,,,,,,
"Egypt, Arab Rep.",EGY,"Urban poverty headcount ratio at national poverty lines (% of urban population), including noncomparable values",SI.POV.URHC.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,,,,10.1,,,,11,,15.3,,,,,,,
El Salvador,SLV,"Annualized growth in per capita real survey mean consumption or income, bottom 40% (%)",SI.SPR.PC40.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.08,
El Salvador,SLV,"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62,,
El Salvador,SLV,"Annualized growth in per capita real survey mean consumption or income, top 60% (%)",SI.SPR.PT60.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12,,
El Salvador,SLV,"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.93,
El Salvador,SLV,GINI index (World Bank estimate),SI.POV.GINI,,,,,,,,,,,,,,,,,,54,,,,49.9,51,,54.5,52.2,51.5,51.4,51.9,50.4,47.8,48.5,45.7,45.2,46.9,45.8,43.5,42.3,41.8,43.4,41.6,40.6,40,
El Salvador,SLV,Growth component of change in poverty at $1.90 a day (2011 PPP) (% of change),SI.POV.DDAY.GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.44,,,,,,
El Salvador,SLV,Growth component of change in poverty at $3.20 a day (2011 PPP) (% of change),SI.POV.LMIC.GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.46,,,,,,
El Salvador,SLV,Growth component of change in poverty at $5.50 a day (2011 PPP) (% of change),SI.POV.UMIC.GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.74,,,,,,
El Salvador,SLV,Income share held by fourth 20%,SI.DST.04TH.20,,,,,,,,,,,,,,,,,,20.1,,,,20.2,20.2,,20.8,21.3,20.5,20.9,20.9,21.6,21.6,21,20.8,20.5,20.8,20.5,21.5,21.3,21.3,20.7,21.4,21.4,21.9,
El Salvador,SLV,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,41.4,,,,38.8,39.4,,40.5,38.6,39,38.6,38.8,37.2,35.6,36.8,35.6,35.7,36.1,36,33.2,32.8,32.6,34.2,32.2,31.8,30.7,
El Salvador,SLV,Income share held by highest 20%,SI.DST.05TH.20,,,,,,,,,,,,,,,,,,57.6,,,,54.5,55.5,,57.5,55.7,55.8,55.5,55.7,54.1,52.3,53.2,51.3,51.2,52.5,51.6,49.4,48.7,48.2,49.6,48,47.2,46.4,
El Salvador,SLV,Income share held by lowest 10%,SI.DST.FRST.10,,,,,,,,,,,,,,,,,,0.6,,,,1.1,1.1,,0.4,0.5,1,0.9,0.9,0.7,1.1,1.2,1.7,1.9,1.7,1.8,1.9,2.1,2.2,2.1,2.2,2.4,2.3,
El Salvador,SLV,Income share held by lowest 20%,SI.DST.FRST.20,,,,,,,,,,,,,,,,,,2.6,,,,3.7,3.5,,2,2.5,3.2,3.1,3,2.8,3.7,3.8,4.8,5.2,4.6,4.9,5.1,5.6,5.7,5.5,5.8,6.1,5.9,
El Salvador,SLV,Income share held by second 20%,SI.DST.02ND.20,,,,,,,,,,,,,,,,,,7.4,,,,8.4,8.1,,7,7.7,7.8,7.8,7.6,8.1,8.8,8.6,9.3,9.4,8.8,9.2,9.6,10,10.2,9.8,10.2,10.5,10.6,
El Salvador,SLV,Income share held by third 20%,SI.DST.03RD.20,,,,,,,,,,,,,,,,,,12.3,,,,13.1,12.8,,12.6,12.9,12.7,12.8,12.7,13.4,13.6,13.3,13.8,13.7,13.3,13.8,14.4,14.5,14.7,14.3,14.7,14.8,15.2,
El Salvador,SLV,Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,,,,,,,,,,,,,,,,0.9,,1.1,,,,0.7,0.8,,1.2,0.9,0.7,0.8,0.8,0.9,0.7,0.6,0.4,0.3,0.4,0.4,0.3,0.3,0.3,0.2,0.2,0.1,0.1,
El Salvador,SLV,Number of poor at $3.20 a day (2011 PPP) (millions),SI.POV.LMIC.NO,,,,,,,,,,,,,,,,1.6,,1.9,,,,1.5,1.6,,1.9,1.7,1.4,1.5,1.5,1.6,1.4,1.4,1.1,0.9,1.2,1.1,1.1,1,0.9,0.8,0.8,0.6,0.7,
El Salvador,SLV,Number of poor at $5.50 a day (2011 PPP) (millions),SI.POV.UMIC.NO,,,,,,,,,,,,,,,,2.7,,3.2,,,,2.9,3,,3,2.9,2.6,2.7,2.8,2.8,2.7,2.7,2.6,2.4,2.7,2.6,2.5,2.6,2.4,2.2,2.2,2,1.9,
El Salvador,SLV,"Population, total",SP.POP.TOTL,4053713,4147525,4239675,4329964,4417516,4501316,4580704,4655364,4725720,4792903,4858532,4923860,4988943,5053714,5119035,5185943,5254984,5326657,5400331,5474000,5544945,5611115,5671925,5727755,5778706,5825187,5867626,5905962,5940303,5971535,6000775,6028961,6056478,6083475,6110301,6137276,6164626,6192560,6221246,6250777,6281189,6312478,6344722,6378000
El Salvador,SLV,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,10.9,,10.3,,,,5.4,5.9,,11.2,8.9,5.1,6,6.2,7.7,4.9,4,2,1.1,1.8,1.7,1.4,1.1,1,0.7,0.6,0.4,0.5,
El Salvador,SLV,Poverty gap at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,16.4,,17.8,,,,11.1,12.2,,17.3,14.4,10.4,11.5,11.6,13,9.6,9.1,6.3,4.5,6.3,5.9,5.5,4.7,4.1,3.4,3.3,2.4,2.7,
El Salvador,SLV,Poverty gap at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,27,,31,,,,23.1,24.3,,28,24.9,20.5,21.8,22.1,23.1,19.7,19.5,16.6,14,16.9,16.2,15.7,14.9,13.5,12,11.7,10,10.1,
El Salvador,SLV,Poverty gap at national poverty lines (%),SI.POV.NAGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Salvador,SLV,"Poverty gap at national poverty lines (%), including noncomparable values",SI.POV.NAGP.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Salvador,SLV,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,,,,,,18,,20.7,,,,12.5,14.1,,20,16.3,12.2,13.5,14,14.8,10.9,10.4,6.9,4.5,6.7,6.4,5.5,4.5,4.1,3.2,3,1.9,2.2,
El Salvador,SLV,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,,,,,,,,,,,,,,,,30.9,,36.5,,,,27.3,28.9,,32.6,28.7,24,25.7,25.9,26.8,22.5,22.8,18.8,14.9,19.6,18.5,17.9,16.2,14.4,12.4,12.2,9.9,10.3,
El Salvador,SLV,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,,,,,,,,,,,,,,,,51.7,,60.1,,,,50.9,52.6,,52.2,49.9,44.6,46.2,46.5,47.2,45,45.1,42.4,39.2,43.4,42.2,41.3,41.3,38.9,35,34.9,31.8,30.7,
El Salvador,SLV,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.2,30.7,34.6,40,37.8,36.5,40.6,34.5,29.6,31.8,34.9,38.2,
El Salvador,SLV,"Poverty headcount ratio at national poverty lines (% of population), including noncomparable values",SI.POV.NAHC.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,38.8,38.8,36.8,36.1,34.6,35.2,30.7,34.6,40,37.8,36.5,40.6,34.5,29.6,31.8,34.9,38.2,
El Salvador,SLV,Redistribution component of change in poverty at $1.90 a day (2011 PPP) (% of change),SI.POV.DDAY.RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.56,,,,,,
El Salvador,SLV,Redistribution component of change in poverty at $3.20 a day (2011 PPP) (% of change),SI.POV.LMIC.RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.54,,,,,,
El Salvador,SLV,Redistribution component of change in poverty at $5.50 a day (2011 PPP) (% of change),SI.POV.UMIC.RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.26,,,,,,
El Salvador,SLV,Rural poverty gap at national poverty lines (%),SI.POV.RUGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Salvador,SLV,"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Salvador,SLV,Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.4,35.8,43.8,49,46.5,43.2,50.2,43.3,36,37.9,,,
El Salvador,SLV,"Rural poverty headcount ratio at national poverty lines (% of rural population), including noncomparable values",SI.POV.RUHC.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.4,35.8,43.8,49,46.5,43.2,50.2,43.3,36,37.9,,,
